"","sido","center","type","applicants","total","grade1","grade2","grade3","outer"
"892","전남","광양 운영센터","일반",1212,495,47,114,334,504
"893","전남","광양 운영센터","기초수급",292,102,7,19,76,158
"894","전남","광양 운영센터","의료급여",28,6,1,2,3,15
"895","전남","광양 운영센터","경감",84,65,3,18,44,16
"896","전남","구례 운영센터","합계",1112,499,53,94,352,394
"897","전남","구례 운영센터","일반",796,347,34,72,241,276
"898","전남","구례 운영센터","기초수급",215,76,4,14,58,100
"899","전남","구례 운영센터","의료급여",30,15,5,1,9,9
"900","전남","구례 운영센터","경감",71,61,10,7,44,9
"901","경북","포항북부 운영센터","합계",3054,1421,171,358,892,822
"902","경북","포항북부 운영센터","일반",2097,1014,132,274,608,511
"903","경북","포항북부 운영센터","기초수급",803,288,25,58,205,297
"904","경북","포항북부 운영센터","의료급여",31,11,2,2,7,9
"905","경북","포항북부 운영센터","경감",123,108,12,24,72,5
"906","경북","경주 운영센터","합계",4163,2003,190,347,1466,1339
"907","경북","경주 운영센터","일반",3052,1508,121,256,1131,915
"908","경북","경주 운영센터","기초수급",888,312,47,58,207,406
"909","경북","경주 운영센터","의료급여",55,27,3,4,20,14
"910","경북","경주 운영센터","경감",168,156,19,29,108,4
"911","경북","구미 운영센터","합계",2699,1376,192,275,909,794
"912","경북","구미 운영센터","일반",2011,1034,146,199,689,584
"913","경북","구미 운영센터","기초수급",525,211,28,47,136,195
"914","경북","구미 운영센터","의료급여",37,16,0,6,10,9
"915","경북","구미 운영센터","경감",126,115,18,23,74,6
"916","경북","안동 운영센터","합계",3729,1850,267,474,1109,949
"917","경북","안동 운영센터","일반",2601,1363,188,352,823,607
"918","경북","안동 운영센터","기초수급",898,316,56,78,182,310
"919","경북","안동 운영센터","의료급여",48,27,5,6,16,13
"920","경북","안동 운영센터","경감",182,144,18,38,88,19
"921","경북","청송 운영센터","합계",912,413,43,77,293,295
"922","경북","청송 운영센터","일반",571,242,21,50,171,183
"923","경북","청송 운영센터","기초수급",268,111,8,18,85,107
"924","경북","청송 운영센터","의료급여",13,7,3,2,2,2
"925","경북","청송 운영센터","경감",60,53,11,7,35,3
"926","경북","영양 운영센터","합계",778,290,26,60,204,302
"927","경북","영양 운영센터","일반",478,145,13,26,106,194
"928","경북","영양 운영센터","기초수급",235,87,7,17,63,102
"929","경북","영양 운영센터","의료급여",9,3,NA,2,1,5
"930","경북","영양 운영센터","경감",56,55,6,15,34,1
"931","경북","영주 운영센터","합계",2266,1341,137,310,894,561
"932","경북","영주 운영센터","일반",1521,935,87,224,624,313
"933","경북","영주 운영센터","기초수급",611,290,36,68,186,239
"934","경북","영주 운영센터","의료급여",28,17,2,1,14,5
"935","경북","영주 운영센터","경감",106,99,12,17,70,4
"936","경북","봉화 운영센터","합계",893,409,26,82,301,355
"937","경북","봉화 운영센터","일반",549,248,16,55,177,214
"938","경북","봉화 운영센터","기초수급",289,117,7,18,92,137
"939","경북","봉화 운영센터","의료급여",9,3,NA,NA,3,3
"940","경북","봉화 운영센터","경감",46,41,3,9,29,1
"941","경북","상주 운영센터","합계",2426,1267,167,260,840,359
"942","경북","상주 운영센터","일반",1678,916,131,189,596,242
"943","경북","상주 운영센터","기초수급",593,217,26,39,152,113
"944","경북","상주 운영센터","의료급여",29,10,1,0,9,3
"945","경북","상주 운영센터","경감",126,124,9,32,83,1
"946","경북","문경 운영센터","합계",2020,1112,139,256,717,587
"947","경북","문경 운영센터","일반",1359,732,91,178,463,368
"948","경북","문경 운영센터","기초수급",504,254,38,44,172,200
"949","경북","문경 운영센터","의료급여",28,13,0,4,9,12
"950","경북","문경 운영센터","경감",129,113,10,30,73,7
"951","경북","예천 운영센터","합계",1636,710,66,138,506,468
"952","경북","예천 운영센터","일반",1202,505,53,109,343,325
"953","경북","예천 운영센터","기초수급",368,152,8,24,120,137
"954","경북","예천 운영센터","의료급여",15,5,NA,NA,5,5
"955","경북","예천 운영센터","경감",51,48,5,5,38,1
"956","경북","경산 운영센터","합계",3170,1621,166,340,1115,910
"957","경북","경산 운영센터","일반",2394,1230,130,262,838,679
"958","경북","경산 운영센터","기초수급",531,216,21,44,151,192
"959","경북","경산 운영센터","의료급여",64,26,3,2,21,24
"960","경북","경산 운영센터","경감",181,149,12,32,105,15
"961","경북","청도 운영센터","합계",1705,907,101,217,589,500
"962","경북","청도 운영센터","일반",1263,660,72,153,435,370
"963","경북","청도 운영센터","기초수급",326,161,20,47,94,118
"964","경북","청도 운영센터","의료급여",45,20,2,1,17,11
"965","경북","청도 운영센터","경감",71,66,7,16,43,1
"966","경북","칠곡 운영센터","합계",1671,938,146,225,567,478
"967","경북","칠곡 운영센터","일반",1051,589,77,142,370,280
"968","경북","칠곡 운영센터","기초수급",527,269,57,60,152,191
"969","경북","칠곡 운영센터","의료급여",24,13,NA,2,11,6
"970","경북","칠곡 운영센터","경감",69,67,12,21,34,1
"971","경북","성주 운영센터","합계",1266,589,69,109,411,417
"972","경북","성주 운영센터","일반",945,436,47,83,306,297
"973","경북","성주 운영센터","기초수급",256,100,17,17,66,114
"974","경북","성주 운영센터","의료급여",12,2,1,0,1,6
"975","경북","성주 운영센터","경감",53,51,4,9,38,0
"976","경북","고령 운영센터","합계",963,403,38,95,270,411
"977","경북","고령 운영센터","일반",672,277,23,64,190,286
"978","경북","고령 운영센터","기초수급",236,88,12,22,54,114
"979","경북","고령 운영센터","의료급여",9,3,NA,1,2,5
"980","경북","고령 운영센터","경감",46,35,3,8,24,6
"981","경북","영덕 운영센터","합계",1002,532,76,96,360,379
"982","경북","영덕 운영센터","일반",539,282,35,50,197,191
"983","경북","영덕 운영센터","기초수급",363,170,26,29,115,176
"984","경북","영덕 운영센터","의료급여",17,6,NA,2,4,6
"985","경북","영덕 운영센터","경감",83,74,15,15,44,6
"986","경북","울진 운영센터","합계",1466,640,66,146,428,378
"987","경북","울진 운영센터","일반",844,342,33,81,228,222
"988","경북","울진 운영센터","기초수급",490,187,23,40,124,144
"989","경북","울진 운영센터","의료급여",18,9,NA,1,8,5
"990","경북","울진 운영센터","경감",114,102,10,24,68,7
"991","경북","포항남부 운영센터","합계",2447,1278,185,322,771,650
"992","경북","포항남부 운영센터","일반",1725,914,123,230,561,426
"993","경북","포항남부 운영센터","기초수급",610,265,52,58,155,217
"994","경북","포항남부 운영센터","의료급여",20,11,2,5,4,7
"995","경북","포항남부 운영센터","경감",92,88,8,29,51,0
"996","경북","울릉 운영센터","합계",181,84,13,15,56,88
"997","경북","울릉 운영센터","일반",111,39,7,9,23,65
"998","경북","울릉 운영센터","기초수급",51,27,2,3,22,22
"999","경북","울릉 운영센터","의료급여",2,1,NA,NA,1,1
"1000","경북","울릉 운영센터","경감",17,17,4,3,10,0
"1001","경북","영천 운영센터","합계",2287,1372,93,308,971,565
"1002","경북","영천 운영센터","일반",1566,917,48,207,662,380
"1003","경북","영천 운영센터","기초수급",547,311,33,66,212,170
"1004","경북","영천 운영센터","의료급여",35,15,2,3,10,10
"1005","경북","영천 운영센터","경감",139,129,10,32,87,5
"1006","경북","김천 운영센터","합계",2509,1219,158,205,856,864
"1007","경북","김천 운영센터","일반",1789,885,117,143,625,576
"1008","경북","김천 운영센터","기초수급",577,224,28,40,156,267
"1009","경북","김천 운영센터","의료급여",34,13,1,2,10,12
"1010","경북","김천 운영센터","경감",109,97,12,20,65,9
"1011","경북","의성 운영센터","합계",1942,1161,111,274,776,400
"1012","경북","의성 운영센터","일반",1438,842,82,201,559,293
"1013","경북","의성 운영센터","기초수급",366,194,20,39,135,103
"1014","경북","의성 운영센터","의료급여",21,10,NA,5,5,4
"1015","경북","의성 운영센터","경감",117,115,9,29,77,0
"1016","경북","군위 운영센터","합계",881,475,57,125,293,248
"1017","경북","군위 운영센터","일반",639,350,46,90,214,174
"1018","경북","군위 운영센터","기초수급",179,73,4,26,43,67
"1019","경북","군위 운영센터","의료급여",21,12,2,3,7,5
"1020","경북","군위 운영센터","경감",42,40,5,6,29,2
"1021","경남","마산 운영센터","합계",4805,2450,241,387,1822,1160
"1022","경남","마산 운영센터","일반",3543,1818,170,289,1359,823
"1023","경남","마산 운영센터","기초수급",984,407,48,64,295,314
"1024","경남","마산 운영센터","의료급여",72,36,3,6,27,18
"1025","경남","마산 운영센터","경감",206,189,20,28,141,5
"1026","경남","진주 운영센터","합계",4584,2160,236,462,1462,1548
"1027","경남","진주 운영센터","일반",3322,1646,188,359,1099,1066
"1028","경남","진주 운영센터","기초수급",1017,328,31,66,231,447
"1029","경남","진주 운영센터","의료급여",61,26,3,4,19,21
"1030","경남","진주 운영센터","경감",184,160,14,33,113,14
"1031","경남","산청 운영센터","합계",1957,613,59,99,455,985
"1032","경남","산청 운영센터","일반",1382,422,35,77,310,690
"1033","경남","산청 운영센터","기초수급",477,126,15,16,95,269
"1034","경남","산청 운영센터","의료급여",23,5,2,1,2,14
"1035","경남","산청 운영센터","경감",75,60,7,5,48,12
"1036","경남","진해 운영센터","합계",2087,890,87,164,639,655
"1037","경남","진해 운영센터","일반",1550,674,65,123,486,480
"1038","경남","진해 운영센터","기초수급",412,134,14,26,94,153
"1039","경남","진해 운영센터","의료급여",47,14,2,2,10,20
"1040","경남","진해 운영센터","경감",78,68,6,13,49,2
"1041","경남","통영 운영센터","합계",1504,620,63,144,413,485
"1042","경남","통영 운영센터","일반",988,416,45,110,261,294
"1043","경남","통영 운영센터","기초수급",419,132,10,26,96,176
"1044","경남","통영 운영센터","의료급여",29,10,1,4,5,13
"1045","경남","통영 운영센터","경감",68,62,7,4,51,2
"1046","경남","고성 운영센터","합계",1448,547,58,93,396,382
"1047","경남","고성 운영센터","일반",1066,366,40,58,268,275
"1048","경남","고성 운영센터","기초수급",295,114,13,22,79,99
"1049","경남","고성 운영센터","의료급여",24,9,NA,0,9,7
"1050","경남","고성 운영센터","경감",63,58,5,13,40,1
"1051","경남","김해 운영센터","합계",4260,1603,159,349,1095,1566
"1052","경남","김해 운영센터","일반",3116,1205,114,272,819,1113
"1053","경남","김해 운영센터","기초수급",959,285,34,58,193,418
"1054","경남","김해 운영센터","의료급여",50,12,1,3,8,23
"1055","경남","김해 운영센터","경감",135,101,10,16,75,12
"1056","경남","거제 운영센터","합계",1727,801,129,216,456,467
"1057","경남","거제 운영센터","일반",1281,581,96,161,324,339
"1058","경남","거제 운영센터","기초수급",346,143,21,29,93,115
"1059","경남","거제 운영센터","의료급여",31,13,5,3,5,9
"1060","경남","거제 운영센터","경감",69,64,7,23,34,4
"1061","경남","양산 운영센터","합계",2720,1325,130,280,915,863
"1062","경남","양산 운영센터","일반",1944,951,93,205,653,576
"1063","경남","양산 운영센터","기초수급",624,255,27,53,175,272
"1064","경남","양산 운영센터","의료급여",37,18,1,3,14,13
"1065","경남","양산 운영센터","경감",115,101,9,19,73,2
"1066","경남","함안 운영센터","합계",1638,693,43,136,514,605
"1067","경남","함안 운영센터","일반",1135,499,29,101,369,381
"1068","경남","함안 운영센터","기초수급",427,136,9,28,99,215
"1069","경남","함안 운영센터","의료급여",22,10,2,0,8,5
"1070","경남","함안 운영센터","경감",54,48,3,7,38,4
"1071","경남","의령 운영센터","합계",947,421,29,76,316,393
"1072","경남","의령 운영센터","일반",666,277,18,46,213,279
"1073","경남","의령 운영센터","기초수급",228,97,3,22,72,110
"1074","경남","의령 운영센터","의료급여",14,9,3,1,5,3
"1075","경남","의령 운영센터","경감",39,38,5,7,26,1
"1076","경남","하동 운영센터","합계",1879,872,58,227,587,626
"1077","경남","하동 운영센터","일반",1313,608,36,150,422,434
"1078","경남","하동 운영센터","기초수급",435,156,16,51,89,179
"1079","경남","하동 운영센터","의료급여",22,8,1,3,4,7
"1080","경남","하동 운영센터","경감",109,100,5,23,72,6
"1081","경남","남해 운영센터","합계",1796,725,67,122,536,561
"1082","경남","남해 운영센터","일반",1310,501,52,82,367,400
"1083","경남","남해 운영센터","기초수급",337,112,9,21,82,143
"1084","경남","남해 운영센터","의료급여",32,12,1,3,8,9
"1085","경남","남해 운영센터","경감",117,100,5,16,79,9
"1086","경남","거창 운영센터","합계",1550,717,65,126,526,469
"1087","경남","거창 운영센터","일반",1064,467,39,84,344,343
"1088","경남","거창 운영센터","기초수급",379,163,17,28,118,113
"1089","경남","거창 운영센터","의료급여",20,11,3,NA,8,6
"1090","경남","거창 운영센터","경감",87,76,6,14,56,7
"1091","경남","합천 운영센터","합계",1679,642,51,109,482,680
"1092","경남","합천 운영센터","일반",1181,403,35,74,294,514
"1093","경남","합천 운영센터","기초수급",418,176,12,27,137,153
"1094","경남","합천 운영센터","의료급여",13,3,0,2,1,8
"1095","경남","합천 운영센터","경감",67,60,4,6,50,5
"1096","경남","함양 운영센터","합계",2024,972,114,160,698,776
"1097","경남","함양 운영센터","일반",1363,640,57,107,476,521
"1098","경남","함양 운영센터","기초수급",524,211,39,32,140,244
"1099","경남","함양 운영센터","의료급여",17,8,1,2,5,5
"1100","경남","함양 운영센터","경감",120,113,17,19,77,6
"1101","경남","창원 운영센터","합계",3566,1474,142,303,1029,1145
"1102","경남","창원 운영센터","일반",2776,1111,107,217,787,935
"1103","경남","창원 운영센터","기초수급",617,246,27,65,154,188
"1104","경남","창원 운영센터","의료급여",63,16,1,3,12,17
"1105","경남","창원 운영센터","경감",110,101,7,18,76,5
"1106","경남","사천 운영센터","합계",2341,1110,126,237,747,775
"1107","경남","사천 운영센터","일반",1624,795,95,171,529,517
"1108","경남","사천 운영센터","기초수급",577,205,19,39,147,237
"1109","경남","사천 운영센터","의료급여",29,13,2,2,9,11
"1110","경남","사천 운영센터","경감",111,97,10,25,62,10
"1111","경남","밀양 운영센터","합계",2505,887,47,179,661,1153
"1112","경남","밀양 운영센터","일반",1713,607,35,124,448,796
"1113","경남","밀양 운영센터","기초수급",632,175,9,33,133,322
"1114","경남","밀양 운영센터","의료급여",51,15,1,3,11,25
"1115","경남","밀양 운영센터","경감",109,90,2,19,69,10
"1116","경남","창녕 운영센터","합계",1788,642,65,132,445,706
"1117","경남","창녕 운영센터","일반",1200,497,51,109,337,451
"1118","경남","창녕 운영센터","기초수급",502,78,8,8,62,241
"1119","경남","창녕 운영센터","의료급여",20,8,0,2,6,9
"1120","경남","창녕 운영센터","경감",66,59,6,13,40,5
"1121","제주","제주 운영센터","합계",5995,3702,538,801,2363,1338
"1122","제주","제주 운영센터","일반",3804,2376,352,526,1498,755
"1123","제주","제주 운영센터","기초수급",1718,909,144,188,577,554
"1124","제주","제주 운영센터","의료급여",109,70,6,18,46,24
"1125","제주","제주 운영센터","경감",364,347,36,69,242,5
"1126","제주","서귀포 운영센터","합계",2779,1628,212,380,1036,668
"1127","제주","서귀포 운영센터","일반",1525,914,124,224,566,297
"1128","제주","서귀포 운영센터","기초수급",1012,510,69,106,335,352
"1129","제주","서귀포 운영센터","의료급여",52,29,4,8,17,12
"1130","제주","서귀포 운영센터","경감",190,175,15,42,118,7
