"","sido","center","type","applicants","total","grade1","grade2","grade3","outer"
"890","전남","신안 운영센터","경감",142,121,1,24,96,17
"891","전남","광양 운영센터","합계",1760,845,57,165,623,606
"892","전남","광양 운영센터","일반",1298,582,43,127,412,452
"893","전남","광양 운영센터","기초수급",272,108,7,15,86,129
"894","전남","광양 운영센터","의료급여",25,9,1,2,6,11
"895","전남","광양 운영센터","경감",165,146,6,21,119,14
"896","전남","구례 운영센터","합계",1247,592,35,82,475,434
"897","전남","구례 운영센터","일반",857,384,23,59,302,307
"898","전남","구례 운영센터","기초수급",222,76,4,8,64,103
"899","전남","구례 운영센터","의료급여",29,13,2,3,8,10
"900","전남","구례 운영센터","경감",139,119,6,12,101,14
"901","경북","포항북부 운영센터","합계",3570,1763,147,393,1223,900
"902","경북","포항북부 운영센터","일반",2401,1138,92,269,777,569
"903","경북","포항북부 운영센터","기초수급",820,338,20,63,255,300
"904","경북","포항북부 운영센터","의료급여",41,15,1,3,11,13
"905","경북","포항북부 운영센터","경감",308,272,34,58,180,18
"906","경북","경주 운영센터","합계",4684,2378,182,352,1844,1325
"907","경북","경주 운영센터","일반",3423,1708,116,240,1352,935
"908","경북","경주 운영센터","기초수급",857,328,43,65,220,359
"909","경북","경주 운영센터","의료급여",43,17,2,1,14,10
"910","경북","경주 운영센터","경감",361,325,21,46,258,21
"911","경북","구미 운영센터","합계",3157,1729,174,242,1313,840
"912","경북","구미 운영센터","일반",2251,1156,109,157,890,635
"913","경북","구미 운영센터","기초수급",542,252,34,44,174,190
"914","경북","구미 운영센터","의료급여",38,13,2,5,6,7
"915","경북","구미 운영센터","경감",326,308,29,36,243,8
"916","경북","안동 운영센터","합계",4415,2337,226,464,1647,1055
"917","경북","안동 운영센터","일반",3020,1556,133,291,1132,712
"918","경북","안동 운영센터","기초수급",868,335,46,78,211,307
"919","경북","안동 운영센터","의료급여",51,31,6,5,20,10
"920","경북","안동 운영센터","경감",476,415,41,90,284,26
"921","경북","청송 운영센터","합계",998,521,31,80,410,305
"922","경북","청송 운영센터","일반",589,267,14,42,211,195
"923","경북","청송 운영센터","기초수급",264,125,6,12,107,99
"924","경북","청송 운영센터","의료급여",12,9,1,1,7,2
"925","경북","청송 운영센터","경감",133,120,10,25,85,9
"926","경북","영양 운영센터","합계",806,365,21,59,285,273
"927","경북","영양 운영센터","일반",482,186,9,30,147,174
"928","경북","영양 운영센터","기초수급",210,80,3,12,65,89
"929","경북","영양 운영센터","의료급여",8,2,0,1,1,5
"930","경북","영양 운영센터","경감",106,97,9,16,72,5
"931","경북","영주 운영센터","합계",2517,1503,95,299,1109,640
"932","경북","영주 운영센터","일반",1648,976,66,195,715,389
"933","경북","영주 운영센터","기초수급",569,255,19,48,188,235
"934","경북","영주 운영센터","의료급여",33,21,1,3,17,5
"935","경북","영주 운영센터","경감",267,251,9,53,189,11
"936","경북","봉화 운영센터","합계",918,425,28,72,325,350
"937","경북","봉화 운영센터","일반",578,259,18,46,195,224
"938","경북","봉화 운영센터","기초수급",253,95,9,11,75,116
"939","경북","봉화 운영센터","의료급여",10,2,0,1,1,3
"940","경북","봉화 운영센터","경감",77,69,1,14,54,7
"941","경북","상주 운영센터","합계",2750,1474,136,261,1077,548
"942","경북","상주 운영센터","일반",1873,932,83,168,681,424
"943","경북","상주 운영센터","기초수급",549,245,22,50,173,110
"944","경북","상주 운영센터","의료급여",24,8,2,1,5,5
"945","경북","상주 운영센터","경감",304,289,29,42,218,9
"946","경북","문경 운영센터","합계",2299,1380,121,275,984,552
"947","경북","문경 운영센터","일반",1532,870,76,183,611,368
"948","경북","문경 운영센터","기초수급",484,259,29,38,192,165
"949","경북","문경 운영센터","의료급여",27,11,0,2,9,11
"950","경북","문경 운영센터","경감",256,240,16,52,172,8
"951","경북","예천 운영센터","합계",1693,804,57,138,609,499
"952","경북","예천 운영센터","일반",1191,517,43,99,375,359
"953","경북","예천 운영센터","기초수급",342,145,7,19,119,128
"954","경북","예천 운영센터","의료급여",17,8,0,2,6,5
"955","경북","예천 운영센터","경감",143,134,7,18,109,7
"956","경북","경산 운영센터","합계",3606,1919,157,374,1388,931
"957","경북","경산 운영센터","일반",2580,1297,109,266,922,689
"958","경북","경산 운영센터","기초수급",585,257,13,42,202,198
"959","경북","경산 운영센터","의료급여",57,27,2,4,21,19
"960","경북","경산 운영센터","경감",384,338,33,62,243,25
"961","경북","청도 운영센터","합계",2085,1086,74,180,832,681
"962","경북","청도 운영센터","일반",1466,689,46,113,530,524
"963","경북","청도 운영센터","기초수급",355,172,14,32,126,130
"964","경북","청도 운영센터","의료급여",51,31,3,4,24,13
"965","경북","청도 운영센터","경감",213,194,11,31,152,14
"966","경북","칠곡 운영센터","합계",1749,979,79,198,702,503
"967","경북","칠곡 운영센터","일반",1075,587,44,128,415,290
"968","경북","칠곡 운영센터","기초수급",480,225,27,38,160,193
"969","경북","칠곡 운영센터","의료급여",23,13,0,2,11,5
"970","경북","칠곡 운영센터","경감",171,154,8,30,116,15
"971","경북","성주 운영센터","합계",1287,654,44,84,526,384
"972","경북","성주 운영센터","일반",911,408,27,54,327,295
"973","경북","성주 운영센터","기초수급",212,100,8,12,80,77
"974","경북","성주 운영센터","의료급여",15,4,0,1,3,6
"975","경북","성주 운영센터","경감",149,142,9,17,116,6
"976","경북","고령 운영센터","합계",966,451,42,96,313,344
"977","경북","고령 운영센터","일반",637,268,21,58,189,242
"978","경북","고령 운영센터","기초수급",207,87,12,20,55,84
"979","경북","고령 운영센터","의료급여",13,7,0,2,5,3
"980","경북","고령 운영센터","경감",109,89,9,16,64,15
"981","경북","영덕 운영센터","합계",1219,643,61,110,472,409
"982","경북","영덕 운영센터","일반",752,367,30,56,281,262
"983","경북","영덕 운영센터","기초수급",320,163,16,35,112,129
"984","경북","영덕 운영센터","의료급여",22,8,0,0,8,6
"985","경북","영덕 운영센터","경감",125,105,15,19,71,12
"986","경북","울진 운영센터","합계",1613,756,45,126,585,530
"987","경북","울진 운영센터","일반",928,392,24,74,294,305
"988","경북","울진 운영센터","기초수급",469,188,13,26,149,198
"989","경북","울진 운영센터","의료급여",22,12,0,3,9,6
"990","경북","울진 운영센터","경감",194,164,8,23,133,21
"991","경북","포항남부 운영센터","합계",2711,1546,170,289,1087,609
"992","경북","포항남부 운영센터","일반",1835,1016,102,190,724,401
"993","경북","포항남부 운영센터","기초수급",626,303,38,57,208,192
"994","경북","포항남부 운영센터","의료급여",21,12,4,1,7,8
"995","경북","포항남부 운영센터","경감",229,215,26,41,148,8
"996","경북","울릉 운영센터","합계",192,88,12,17,59,89
"997","경북","울릉 운영센터","일반",127,47,7,10,30,67
"998","경북","울릉 운영센터","기초수급",42,20,2,2,16,20
"999","경북","울릉 운영센터","의료급여",0,0,0,0,0,0
"1000","경북","울릉 운영센터","경감",23,21,3,5,13,2
"1001","경북","영천 운영센터","합계",2581,1553,88,277,1188,649
"1002","경북","영천 운영센터","일반",1721,962,46,167,749,457
"1003","경북","영천 운영센터","기초수급",551,319,23,68,228,169
"1004","경북","영천 운영센터","의료급여",29,12,1,1,10,9
"1005","경북","영천 운영센터","경감",280,260,18,41,201,14
"1006","경북","김천 운영센터","합계",2671,1453,127,202,1124,750
"1007","경북","김천 운영센터","일반",1813,932,74,130,728,501
"1008","경북","김천 운영센터","기초수급",556,265,25,31,209,220
"1009","경북","김천 운영센터","의료급여",29,8,0,1,7,13
"1010","경북","김천 운영센터","경감",273,248,28,40,180,16
"1011","경북","의성 운영센터","합계",2157,1245,90,233,922,490
"1012","경북","의성 운영센터","일반",1518,813,48,155,610,365
"1013","경북","의성 운영센터","기초수급",380,199,19,31,149,110
"1014","경북","의성 운영센터","의료급여",26,12,0,1,11,8
"1015","경북","의성 운영센터","경감",233,221,23,46,152,7
"1016","경북","군위 운영센터","합계",943,513,54,100,359,271
"1017","경북","군위 운영센터","일반",660,334,42,64,228,200
"1018","경북","군위 운영센터","기초수급",167,82,6,12,64,59
"1019","경북","군위 운영센터","의료급여",22,8,1,2,5,8
"1020","경북","군위 운영센터","경감",94,89,5,22,62,4
"1021","경남","마산 운영센터","합계",5252,2761,198,415,2148,1149
"1022","경남","마산 운영센터","일반",3750,1885,129,284,1472,798
"1023","경남","마산 운영센터","기초수급",979,433,39,52,342,307
"1024","경남","마산 운영센터","의료급여",76,40,1,9,30,16
"1025","경남","마산 운영센터","경감",447,403,29,70,304,28
"1026","경남","진주 운영센터","합계",5207,2748,182,463,2103,1473
"1027","경남","진주 운영센터","일반",3606,1876,124,325,1427,1014
"1028","경남","진주 운영센터","기초수급",1068,411,27,65,319,420
"1029","경남","진주 운영센터","의료급여",43,15,1,3,11,17
"1030","경남","진주 운영센터","경감",490,446,30,70,346,22
"1031","경남","산청 운영센터","합계",2309,777,59,101,617,1088
"1032","경남","산청 운영센터","일반",1694,523,37,68,418,815
"1033","경남","산청 운영센터","기초수급",445,131,15,16,100,234
"1034","경남","산청 운영센터","의료급여",26,8,1,1,6,14
"1035","경남","산청 운영센터","경감",144,115,6,16,93,25
"1036","경남","진해 운영센터","합계",2146,949,73,182,694,621
"1037","경남","진해 운영센터","일반",1548,652,50,123,479,454
"1038","경남","진해 운영센터","기초수급",376,128,5,23,100,136
"1039","경남","진해 운영센터","의료급여",43,15,1,4,10,15
"1040","경남","진해 운영센터","경감",179,154,17,32,105,16
"1041","경남","통영 운영센터","합계",1617,818,90,167,561,404
"1042","경남","통영 운영센터","일반",1024,497,60,103,334,250
"1043","경남","통영 운영센터","기초수급",408,164,14,23,127,140
"1044","경남","통영 운영센터","의료급여",25,9,0,1,8,9
"1045","경남","통영 운영센터","경감",160,148,16,40,92,5
"1046","경남","고성 운영센터","합계",1569,663,48,100,515,459
"1047","경남","고성 운영센터","일반",1152,423,29,67,327,333
"1048","경남","고성 운영센터","기초수급",268,114,8,19,87,113
"1049","경남","고성 운영센터","의료급여",25,13,1,1,11,5
"1050","경남","고성 운영센터","경감",124,113,10,13,90,8
"1051","경남","김해 운영센터","합계",4640,1941,151,368,1422,1480
"1052","경남","김해 운영센터","일반",3308,1330,100,269,961,1056
"1053","경남","김해 운영센터","기초수급",894,267,23,46,198,380
"1054","경남","김해 운영센터","의료급여",52,20,1,3,16,18
"1055","경남","김해 운영센터","경감",386,324,27,50,247,26
"1056","경남","거제 운영센터","합계",1832,900,109,205,586,443
"1057","경남","거제 운영센터","일반",1369,633,79,157,397,326
"1058","경남","거제 운영센터","기초수급",315,148,18,20,110,100
"1059","경남","거제 운영센터","의료급여",28,6,0,2,4,11
"1060","경남","거제 운영센터","경감",120,113,12,26,75,6
"1061","경남","양산 운영센터","합계",3041,1560,144,283,1133,805
"1062","경남","양산 운영센터","일반",2071,1011,93,191,727,517
"1063","경남","양산 운영센터","기초수급",654,288,31,50,207,258
"1064","경남","양산 운영센터","의료급여",41,22,1,3,18,11
"1065","경남","양산 운영센터","경감",275,239,19,39,181,19
"1066","경남","함안 운영센터","합계",1813,847,41,119,687,598
"1067","경남","함안 운영센터","일반",1242,542,30,77,435,408
"1068","경남","함안 운영센터","기초수급",396,165,5,18,142,165
"1069","경남","함안 운영센터","의료급여",19,5,1,1,3,8
"1070","경남","함안 운영센터","경감",156,135,5,23,107,17
"1071","경남","의령 운영센터","합계",1099,513,36,71,406,431
"1072","경남","의령 운영센터","일반",756,302,18,40,244,329
"1073","경남","의령 운영센터","기초수급",218,99,10,17,72,94
"1074","경남","의령 운영센터","의료급여",16,10,0,3,7,2
"1075","경남","의령 운영센터","경감",109,102,8,11,83,6
"1076","경남","하동 운영센터","합계",1971,979,54,188,737,568
"1077","경남","하동 운영센터","일반",1372,629,30,122,477,441
"1078","경남","하동 운영센터","기초수급",378,156,13,28,115,110
"1079","경남","하동 운영센터","의료급여",18,6,0,1,5,8
"1080","경남","하동 운영센터","경감",203,188,11,37,140,9
"1081","경남","남해 운영센터","합계",1956,848,49,138,661,653
"1082","경남","남해 운영센터","일반",1428,556,31,91,434,497
"1083","경남","남해 운영센터","기초수급",308,115,11,22,82,126
"1084","경남","남해 운영센터","의료급여",32,12,1,2,9,14
"1085","경남","남해 운영센터","경감",188,165,6,23,136,16
"1086","경남","거창 운영센터","합계",1846,938,48,128,762,601
"1087","경남","거창 운영센터","일반",1263,604,32,76,496,430
"1088","경남","거창 운영센터","기초수급",388,175,7,29,139,142
"1089","경남","거창 운영센터","의료급여",21,12,1,1,10,6
"1090","경남","거창 운영센터","경감",174,147,8,22,117,23
"1091","경남","합천 운영센터","합계",1790,734,23,95,616,677
"1092","경남","합천 운영센터","일반",1278,453,14,64,375,533
"1093","경남","합천 운영센터","기초수급",367,158,4,17,137,131
"1094","경남","합천 운영센터","의료급여",16,5,0,1,4,6
"1095","경남","합천 운영센터","경감",129,118,5,13,100,7
"1096","경남","함양 운영센터","합계",2196,1034,58,148,828,840
"1097","경남","함양 운영센터","일반",1507,635,26,82,527,622
"1098","경남","함양 운영센터","기초수급",451,200,19,27,154,189
"1099","경남","함양 운영센터","의료급여",20,8,1,1,6,6
"1100","경남","함양 운영센터","경감",218,191,12,38,141,23
"1101","경남","창원 운영센터","합계",3665,1689,145,291,1253,997
"1102","경남","창원 운영센터","일반",2782,1199,104,218,877,801
"1103","경남","창원 운영센터","기초수급",590,262,28,43,191,161
"1104","경남","창원 운영센터","의료급여",66,24,2,3,19,20
"1105","경남","창원 운영센터","경감",227,204,11,27,166,15
"1106","경남","사천 운영센터","합계",2603,1294,102,203,989,859
"1107","경남","사천 운영센터","일반",1665,810,73,136,601,534
"1108","경남","사천 운영센터","기초수급",652,237,16,32,189,293
"1109","경남","사천 운영센터","의료급여",27,13,0,0,13,11
"1110","경남","사천 운영센터","경감",259,234,13,35,186,21
"1111","경남","밀양 운영센터","합계",2751,1258,59,193,1006,966
"1112","경남","밀양 운영센터","일반",1865,830,40,120,670,674
"1113","경남","밀양 운영센터","기초수급",636,234,8,37,189,255
"1114","경남","밀양 운영센터","의료급여",49,19,0,4,15,17
"1115","경남","밀양 운영센터","경감",201,175,11,32,132,20
"1116","경남","창녕 운영센터","합계",1934,935,67,134,734,588
"1117","경남","창녕 운영센터","일반",1333,694,51,99,544,369
"1118","경남","창녕 운영센터","기초수급",433,100,6,10,84,196
"1119","경남","창녕 운영센터","의료급여",19,7,0,0,7,10
"1120","경남","창녕 운영센터","경감",149,134,10,25,99,13
"1121","제주","제주 운영센터","합계",6646,4337,559,841,2937,1242
"1122","제주","제주 운영센터","일반",3986,2462,324,489,1649,740
"1123","제주","제주 운영센터","기초수급",1709,1000,144,183,673,460
"1124","제주","제주 운영센터","의료급여",106,76,10,12,54,17
"1125","제주","제주 운영센터","경감",845,799,81,157,561,25
"1126","제주","서귀포 운영센터","합계",3025,1662,165,296,1201,748
"1127","제주","서귀포 운영센터","일반",1654,835,83,141,611,398
"1128","제주","서귀포 운영센터","기초수급",945,461,46,89,326,318
"1129","제주","서귀포 운영센터","의료급여",64,36,3,7,26,12
"1130","제주","서귀포 운영센터","경감",362,330,33,59,238,20
